CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|J.A. LLALLA.L.P.|MAS-IPSP|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
2012797|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1102|Escuela Rosemari de Barrientos|41|218|117|28|145|2|16|163|145|163
2012807|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1102|Escuela Rosemari de Barrientos|42|220|105|31|136|0|21|157|136|157
2012817|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1102|Escuela Rosemari de Barrientos|43|220|103|34|137|3|22|162|137|162
2012827|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1102|Escuela Rosemari de Barrientos|44|220|128|21|149|1|14|164|149|164
2012837|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1102|Escuela Rosemari de Barrientos|45|220|121|22|143|0|24|167|143|167
2012847|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1102|Escuela Rosemari de Barrientos|46|214|127|23|150|1|17|168|150|168
2012857|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1102|Escuela Rosemari de Barrientos|47|218|118|27|145|1|17|163|145|163
2012867|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1102|Escuela Rosemari de Barrientos|48|209|113|30|143|0|9|152|143|152
2012877|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|1|220|112|63|175|0|13|188|175|188
2012887|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|2|220|109|52|161|2|22|185|161|185
2012897|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|3|216|78|101|179|0|11|190|179|190
2012907|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|4|219|106|58|164|2|11|177|164|177
2012917|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|5|220|78|102|180|0|8|188|180|188
2012927|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|6|220|111|51|162|1|26|189|162|189
2012937|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|7|220|142|37|179|4|6|189|179|189
2012947|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|8|219|109|47|156|1|29|186|156|186
2012957|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|9|219|88|91|179|1|12|192|179|192
2012967|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|10|220|69|101|170|1|13|184|170|184
2012977|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|11|220|99|66|165|3|16|184|165|184
2012987|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|12|219|113|57|170|1|14|185|170|185
2012997|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|13|219|77|96|173|1|8|182|173|182
2013007|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|14|220|87|83|170|1|13|184|170|184
2013017|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|15|219|116|39|155|0|32|187|155|187
2013027|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|16|220|89|76|165|2|3|170|165|170
2013037|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|17|220|101|74|175|2|12|189|175|189
2013047|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1103|Escuela Victor Paz Estensoro|18|189|87|51|138|2|20|160|138|160
2013057|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|1|220|100|27|127|3|11|141|127|141
2013067|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|2|218|110|18|128|2|19|149|128|149
2013077|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|3|220|99|39|138|0|10|148|138|148
2013087|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|4|218|106|22|128|5|11|144|128|144
2013097|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|5|219|111|29|140|3|15|158|140|158
2013107|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|6|212|90|35|125|0|17|142|125|142
2013117|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|7|220|96|35|131|0|12|143|131|143
2013127|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|8|216|100|24|124|4|15|143|124|143
2013137|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|9|220|104|28|132|2|12|146|132|146
2013147|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|10|215|96|46|142|1|10|153|142|153
2013157|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|11|219|92|23|115|3|13|131|115|131
2013167|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|12|219|108|27|135|1|12|148|135|148
2013177|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1104|Instituto Domingo Savio|13|210|111|25|136|2|9|147|136|147
2013187|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|1|220|122|34|156|0|14|170|156|170
2013197|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|2|220|120|21|141|2|16|159|141|159
2013207|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|3|220|118|42|160|1|12|173|160|173
2013217|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|4|219|110|22|132|1|16|149|132|149
2013227|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|5|220|112|15|127|1|17|145|127|145
2013237|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|6|220|106|25|131|4|18|153|131|153
2013247|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|7|217|113|21|134|3|20|157|134|157
2013257|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|8|219|101|42|143|2|8|153|143|153
2013267|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|9|220|114|31|145|1|21|167|145|167
2013277|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|10|218|134|16|150|3|11|164|150|164
2013287|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|11|219|101|58|159|4|16|179|159|179
2013297|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|12|217|98|62|160|0|12|172|160|172
2013307|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|13|217|98|31|129|0|19|148|129|148
2013317|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|14|213|98|13|111|3|17|131|111|131
2013327|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|15|218|120|22|142|1|13|156|142|156
2013337|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|16|218|129|19|148|3|14|165|148|165
2013347|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|17|216|96|32|128|1|19|148|128|148
2013357|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|18|219|114|19|133|2|17|152|133|152
2013367|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|19|219|105|29|134|0|15|149|134|149
2013377|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|20|218|109|26|135|2|13|150|135|150
2013387|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|21|219|97|42|139|0|10|149|139|149
2013397|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|22|218|130|8|138|2|7|147|138|147
2013407|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|23|215|102|42|144|1|17|162|144|162
2013417|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|24|219|109|29|138|3|18|159|138|159
2013427|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|25|219|107|50|157|0|6|163|157|163
2013437|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|26|218|94|57|151|0|19|170|151|170
2013447|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|27|219|104|28|132|3|17|152|132|152
2013457|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|28|219|110|29|139|2|13|154|139|154
2013467|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|29|216|118|23|141|1|18|160|141|160
2013477|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|30|217|114|20|134|0|14|148|134|148
2013487|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|31|219|113|19|132|0|25|157|132|157
2013497|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|32|217|97|37|134|1|10|145|134|145
2013507|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|33|219|125|25|150|3|7|160|150|160
2013517|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|34|216|106|35|141|1|16|158|141|158
2013527|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|35|220|106|61|167|0|6|173|167|173
2013537|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|36|218|110|32|142|0|21|163|142|163
2013547|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|37|219|130|12|142|1|16|159|142|159
2013557|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|38|214|119|15|134|0|19|153|134|153
2013567|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|39|220|115|13|128|1|19|148|128|148
2013577|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|40|218|120|29|149|0|18|167|149|167
2013587|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|41|219|118|23|141|1|12|154|141|154
2013597|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|42|217|117|16|133|0|16|149|133|149
2013607|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|43|220|89|72|161|0|9|170|161|170
2013617|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|44|219|124|24|148|2|16|166|148|166
2013627|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|45|219|116|17|133|1|18|152|133|152
2013637|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|46|219|116|27|143|0|7|150|143|150
2013647|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|47|217|126|10|136|3|18|157|136|157
2013657|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|48|216|112|24|136|2|19|157|136|157
2013667|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1201|Colegio Franco Boliviano|49|70|38|11|49|0|4|53|49|53
2013677|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25729|U.E. Cesar Patiño|1|215|105|31|136|3|11|150|136|150
2013687|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25729|U.E. Cesar Patiño|2|218|111|29|140|1|10|151|140|151
2013697|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25729|U.E. Cesar Patiño|3|217|102|36|138|4|9|151|138|151
2013707|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|25729|U.E. Cesar Patiño|4|121|58|14|72|1|10|83|72|83
2013717|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|1|219|110|63|173|2|8|183|173|183
2013727|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|2|220|110|50|160|2|16|178|160|178
2013737|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|3|220|105|59|164|2|13|179|164|179
2013747|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|4|217|115|36|151|1|21|173|151|173
2013757|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|5|218|117|23|140|3|18|161|140|161
2013767|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|6|220|89|67|156|2|14|172|156|172
2013777|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|7|220|106|50|156|2|19|177|156|177
2013787|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|8|219|100|86|186|0|8|194|186|194
2013797|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|9|220|61|115|176|0|10|186|176|186
2013807|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|10|219|81|79|160|0|17|177|160|177
2013817|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|11|220|90|85|175|2|10|187|175|187
2013827|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|12|219|120|36|156|1|18|175|156|175
2013837|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|13|218|120|32|152|2|17|171|152|171
2013847|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|14|219|104|40|144|2|33|179|144|179
2013857|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|15|220|112|41|153|1|17|171|153|171
2013867|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|16|220|106|39|145|0|30|175|145|175
2013877|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|17|218|83|70|153|0|21|174|153|174
2013887|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|18|217|115|29|144|1|24|169|144|169
2013897|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|19|217|93|66|159|4|13|176|159|176
2013907|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|20|219|92|58|150|3|20|173|150|173
2013917|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|21|220|75|116|191|0|5|196|191|196
2013927|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|22|220|57|126|183|2|12|197|183|197
2013937|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|23|218|99|52|151|2|19|172|151|172
2013947|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|24|220|122|31|153|3|18|174|153|174
2013957|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|25|220|126|22|148|2|14|164|148|164
2013967|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|26|220|105|40|145|0|15|160|145|160
2013977|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|27|217|92|61|153|1|17|171|153|171
2013987|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|28|219|101|50|151|4|9|164|151|164
2013997|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|29|219|83|75|158|0|12|170|158|170
2014007|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|30|219|91|64|155|0|13|168|155|168
2014017|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|31|220|62|108|170|1|20|191|170|191
2014027|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|32|220|123|28|151|3|21|175|151|175
2014037|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|33|218|125|37|162|1|12|175|162|175
2014047|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|34|218|79|64|143|2|27|172|143|172
2014057|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|35|219|137|23|160|3|19|182|160|182
2014067|GOBERNADOR(A)|32|Bolivia|2|La Paz|1|Murillo|1|Nuestra Señora de La Paz|729|Nuestra Señora de La Paz|1202|Escuela Alto Achumani|36|216|102|62|164|18|10|192|164|192
